"DATE","PLSTN","NBLV","NBRU","TDML+CPOOL","TDMS","TDMF","TDML+TDMS+TDMF+CPOOL","PLAR","TDML","TDML2","TDML2+CPOOL","PLAR2","PLAR2*10000./((TDML2+CPOOL)/(1.0+FRPT))","DMMF","DMGF","TNSF","TNF-TNSF","TNMF","TDMF/(TDML+TDMS+TDMF+CPOOL)","GP","RMAINT","GRESP","SOSIR","CPOOL","PTNLVS","PTNSTM","PTNFRT","NBRU","NBRUP","TABNF","TNF","TNSF"
72,42.5544745704257,33,9,45.3009211257981,19.1225591789641,64.3970243432154,128.820504647978,1.60913822919795,45.2948305716844,45.2948305716844,45.3009211257981,1.60913822919795,453.604356736926,0,64.3970243432154,20.5878052617296,8.12551919635624,0,0.514104781265187,6.59785366288166,1.5283270821518,0.736665581262372,0.379459943539986,0.00609055411371114,2.3948348462811,1.0010409657455,5.92261708888951,9,6,0.226875868495748,28.7133244580859,20.5878052617296
73,43.0259623509092,34,9,46.2871317985078,19.5359059757759,66.9279650634245,132.751002837708,1.65560030914892,46.2836985066409,46.2836985066409,46.2871317985078,1.65560030914892,456.757961151383,0,66.9279650634245,21.1416224737129,8.43830749628177,0,0.518054381445591,7.22079702241931,1.58426331721047,0.819943837681926,0.42337664991435,0.00343329186687609,2.33566951591816,0.97630985765379,5.9840704243313,9,7,0.31278829992552,29.5799299699946,21.1416224737129
74,43.5009469386458,34,9,47.4392673495849,20.0189337521236,70.0398992340283,137.498100335737,1.70635090768231,47.4392673495781,47.4392673495781,47.4392673495849,1.70635090768231,459.326256675289,0,70.0398992340283,21.5534254155838,8.61073559732689,0,0.522927375096872,8.4597547733661,1.65239123384389,0.989693914560156,0.513511184626381,6.84489502115563e-12,2.25032847878068,0.940637304130324,6.06010981604626,9,7,0.172428101045128,30.1641610129107,21.5534254155838
75,43.9721903275693,34,9,48.5359390901629,20.4773425396853,73.013903053245,142.027184683093,1.7558826024048,48.5359390901563,48.5359390901563,48.5359390901629,1.7558826024048,461.979746411331,0,73.013903053245,21.9531636384334,8.7906267428532,0,0.52730113073614,8.19626273430486,1.7029518420371,0.943559239032627,0.492663738595902,6.56896759210213e-12,2.22600458418922,0.930469916191093,6.03657948866413,9,7,0.179891145526305,30.7437903812866,21.9531636384334
76,44.4360615874444,35,9,49.5081024644742,20.8837068301478,75.5885743762051,145.980383670827,1.80155981654632,49.5081024644684,49.5081024644684,49.5081024644742,1.80155981654632,464.689974207858,0,75.5885743762052,22.321110216613,8.99324181431996,0,0.530742667783505,7.40384706868135,1.73617826906205,0.823583122444736,0.431349143997897,5.75006708913861e-12,2.25377374185033,0.942077424093438,5.96888010277994,9,7,0.202615071466761,31.3143520309329,22.321110216613
77,44.8896041679001,35,9,50.2804605615094,21.2065525147091,77.5485517716029,149.035564847821,1.83784915548304,50.280460561505,50.280460561505,50.2804605615094,1.83784915548304,466.768471358924,0,77.5485517716029,22.6412371651285,9.23097223976499,0,0.533069260481818,6.13090425112903,1.75071618375271,0.63649607854076,0.334042310096473,4.4556950721623e-12,2.31215649542571,0.966481415087947,5.867452523699,9,7,0.237730425445029,31.8722094048935,22.6412371651285
78,45.321773625467,36,9,50.9389960969716,21.4818203685326,79.1108069086754,151.531623374179,1.86879052754864,50.9389960969678,50.9389960969678,50.9389960969716,1.86879052754864,468.49087860636,0,79.1108069086754,22.9245639166331,9.47921392106768,0,0.534634986794907,5.29258900555465,1.71401047314113,0.520012192991407,0.278084193657902,3.70725672382832e-12,2.3681156659806,0.98987234837989,5.61792138029354,9,7,0.248241681302692,32.4037778377008,22.9245639166331
79,45.7844851377334,35,10,51.9709828665221,21.9131908382036,82.0196419171538,155.90381562188,1.91615186439807,51.9709828665157,51.9709828665157,51.9709828665221,1.91615186439807,470.82540984857,0,82.0196419171538,23.3120390017467,9.66087399604171,0,0.538385109906451,8.135999197947,1.86762321558208,0.910873384936939,0.480566883158147,6.41027971444904e-12,2.14743630015862,0.897628373466303,6.05292439079942,10,7,0.181660074974026,32.9729129977884,23.3120390017467
80,46.2479640297992,36,10,53.2663930083594,22.4546722774908,85.7736500117475,161.494715297598,1.96348433551089,53.2663930083512,53.2663930083512,53.2663930083594,1.96348433551089,470.722599154389,0,85.7736500117475,23.7564275499013,9.78656448512817,0,0.543095606625329,9.95058127312683,1.9349544979037,1.16477076577426,0.61578211240082,8.20795283592209e-12,2.10368264317537,0.879339344847304,6.0963253381258,10,7,0.125690489086461,33.5429920350295,23.7564275499013
81,46.7043024405451,36,10,54.2119765483442,22.8455377140557,88.3579861868522,165.415500449252,2.00741940723232,54.2014777848223,54.2014777848223,54.2119765483442,2.00741940723232,472.861302289848,0,88.3579861868521,24.0506775814584,9.9493224185416,0,0.545906601515565,7.59664055765741,1.97369561537173,0.817084186926185,0.429947852929407,0.0104987635219095,2.17487951178258,0.909099635925119,6.03806686443889,10,7,0.162757933413438,34,24.0506775814584
82,47.1465456395045,37,10,54.9263282772623,23.1485252198939,90.1489306941454,168.223784191302,2.04147659560049,54.9263282772582,54.9263282772582,54.9263282772623,2.04147659560049,474.629507259641,0,90.1489306941455,24.3520425986263,10.1919165360937,0,0.54747272532868,5.99276665046418,1.96200017302475,0.587246355326555,0.306878669945414,4.09331827692464e-12,2.36201001706917,0.987320187134915,5.83600192092814,10,8,0.242594117552103,34.54395913472,24.3520425986263
83,47.5988433450549,37,10,55.8976910320012,23.554554851374,92.7832934435956,172.235539326971,2.08711619253411,55.8976910319953,55.8976910319953,55.8976910320012,2.08711619253411,476.808134407593,0,92.7832934435956,24.7178827056813,10.3824026068657,0,0.55006964147741,7.80203412063557,2.05041385444357,0.835782319930685,0.448767154106322,5.98395407299298e-12,2.1645139263176,0.904766821200755,5.87022184075892,10,8,0.190486070771942,35.100285312547,24.7178827056813
84,48.0526239868698,38,10,57.2068503724635,24.1017834556863,96.380756747867,177.689390576017,2.13361704769382,57.2068503724552,57.2068503724552,57.2068503724635,2.13361704769382,476.276696263724,0,96.380756747867,25.1555745722959,10.5028609296834,0,0.553500798624754,9.93486168572346,2.1157201100308,1.13621901021741,0.622168435756954,8.2932179642133e-12,2.1041879742214,0.879550573224546,5.78213727588833,10,8,0.120458322817784,35.6584355019794,25.1555745722959
